Revista;Publisher;DOI;Proprietary Identifier;Print ISSN;Online ISSN;10-2018;11-2018;12-2018;01-2019;02-2019;03-2019;Archivo;Usuario;Recurso
Annals of Physical and Rehabilitation Medicine;Elsevier; ;REHAB;1877-0657;1877-0665;0;9;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Annals of Physics;Elsevier; ;YAPHY;0003-4916;1096-035X;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Anuario Mexicano de Derecho Internacional;Elsevier; ;AMDI;1870-4654;;0;0;3;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
APCBEE Procedia;Elsevier; ;APCBEE;2212-6708;2212-6708;0;0;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Applied Clay Science;Elsevier; ;CLAY;0169-1317;;0;0;4;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Applied Computing and Informatics;Elsevier; ;ACI;2210-8327;;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Applied Geochemistry;Elsevier; ;AG;0883-2927;1872-9134;0;0;1;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Applied Mathematical Modelling;Elsevier; ;APM;0307-904X;;0;1;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Applied Mathematics Letters;Elsevier; ;AML;0893-9659;1873-5452;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Applied Radiation and Isotopes;Elsevier; ;ARI;0969-8043;1872-9800;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Aquacultural Engineering;Elsevier; ;AQUE;0144-8609;;0;5;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Aquatic Botany;Elsevier; ;AQBOT;0304-3770;;0;0;2;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Archives of Biochemistry and Biophysics;Elsevier; ;YABBI;0003-9861;1096-0384;0;0;1;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Arthroplasty Today;Elsevier; ;ARTD;2352-3441;;0;0;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Asian Journal of Psychiatry;Elsevier; ;AJP;1876-2018;1876-2026;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Asian Journal of Surgery;Elsevier; ;ASJSUR;1015-9584;0219-3108;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Asian Pacific Journal of Tropical Disease;Elsevier; ;APJTD;2222-1808;2222-1808;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Atherosclerosis;Elsevier; ;ATH;0021-9150;1879-1484;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Atmospheric Environment;Elsevier; ;AEA;1352-2310;1873-2844;0;0;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Australian Journal of Physiotherapy;Elsevier; ;JPHYS;0004-9514;;0;0;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Biochemical Engineering Journal;Elsevier; ;BEJ;1369-703X;1873-295X;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Biochemical Pharmacology;Elsevier; ;BCP;0006-2952;1873-2968;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Biochemical Systematics and Ecology;Elsevier; ;BSE;0305-1978;;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Biochimica et Biophysica Acta;Elsevier; ;BBAGEN;0006-3002;;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Biochimica et Biophysica Acta (BBA) - Molecular and Cell Biology of Lipids;Elsevier; ;BBAMCB;1388-1981;1879-2618;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Biological Psychiatry: Cognitive Neuroscience and Neuroimaging;Elsevier; ;BPSC;2451-9022;2451-9030;0;0;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Biomass and Bioenergy;Elsevier; ;JBB;0961-9534;1873-2909;0;0;1;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Biomolecular Detection and Quantification;Elsevier; ;BDQ;2214-7535;2214-7535;0;0;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Brain and Cognition;Elsevier; ;YBRCG;0278-2626;1090-2147;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Brain and Language;Elsevier; ;YBRLN;0093-934X;1090-2155;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Brain Research;Elsevier; ;BRES;0006-8993;1872-6240;0;0;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Brazilian Journal of Anesthesiology;Elsevier; ;BJAN;0034-7094;1806-907X;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Brazilian Journal of Anesthesiology (Edicion en Espanol);Elsevier; ;BJANES;2255-4963;2255-4963;0;0;1;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Brazilian Journal of Microbiology;Elsevier; ;BJM;1517-8382;1678-4405;0;0;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
British Veterinary Journal;Elsevier; ;YTVJL;0007-1935;;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
BRQ Business Research Quarterly;Elsevier; ;BRQ;2340-9436;2340-9444;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Building and Environment;Elsevier; ;BAE;0360-1323;;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Calphad;Elsevier; ;CALPHA;0364-5916;;0;0;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Carbohydrate Research;Elsevier; ;CAR;0008-6215;1873-426X;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Cell Host & Microbe;Elsevier; ;CHOM;1931-3128;1934-6069;0;0;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Chaos, Solitons & Fractals;Elsevier; ;CHAOS;0960-0779;;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Chemical Engineering Research and Design;Elsevier; ;CHERD;0263-8762;;0;0;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Chemical Physics;Elsevier; ;CHEMPH;0301-0104;;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Chinese Journal of Chemical Engineering;Elsevier; ;CJCHE;1004-9541;;0;0;4;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Chinese Journal of Traumatology;Elsevier; ;CJTEE;1008-1275;;1;0;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Cities;Elsevier; ;JCIT;0264-2751;;0;0;2;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
City, Culture and Society;Elsevier; ;CCS;1877-9166;1877-9174;0;0;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Climate Services;Elsevier; ;CLISER;2405-8807;2405-8807;0;0;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Clínica e Investigación en Arteriosclerosis;Elsevier; ;ARTERI;0214-9168;1578-1879;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Clinical Breast Cancer;Elsevier; ;CLBC;1526-8209;1938-0666;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Clinical Immunology;Elsevier; ;YCLIM;1521-6616;1521-7035;0;0;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Clinical Neurophysiology;Elsevier; ;CLINPH;1388-2457;1872-8952;0;2;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Cognitive Psychology;Elsevier; ;YCOGP;0010-0285;;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Complementary Therapies in Clinical Practice;Elsevier; ;CTCP;1744-3881;;0;0;6;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Composites Part A: Applied Science and Manufacturing;Elsevier; ;JCOMA;1359-835X;;0;0;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Comprehensive Psychiatry;Elsevier; ;YCOMP;0010-440X;1532-8384;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Computational Statistics & Data Analysis;Elsevier; ;COMSTA;0167-9473;;0;2;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Computer Methods in Applied Mechanics and Engineering;Elsevier; ;CMA;0045-7825;;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Computer Science Review;Elsevier; ;COSREV;1574-0137;;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Computers & Electrical Engineering;Elsevier; ;CAEE;0045-7906;;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Control Engineering Practice;Elsevier; ;CONPRA;0967-0661;;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Cryogenics;Elsevier; ;JCRY;0011-2275;;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Cuestiones Constitucionales;Elsevier; ;RMDC;1405-9193;2448-4881;0;0;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Current Opinion in Environmental Science & Health;Elsevier; ;COESH;2468-5844;;0;1;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Current Opinion in Microbiology;Elsevier; ;COMICR;1369-5274;1879-0364;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Data & Knowledge Engineering;Elsevier; ;DATAK;0169-023X;;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Digital Signal Processing;Elsevier; ;YDSPR;1051-2004;;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Discourse, Context & Media;Elsevier; ;DCM;2211-6958;;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Disease-a-Month;Elsevier; ;YMDA;0011-5029;1557-8194;0;0;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Drug Discovery Today;Elsevier; ;DRUDIS;1359-6446;1878-5832;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Earth and Planetary Science Letters;Elsevier; ;EPSL;0012-821X;;0;0;6;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Economía UNAM;Elsevier; ;EUNAM;1665-952X;1665-952X;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Economic Analysis and Policy;Elsevier; ;EAP;0313-5926;;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Education for Chemical Engineers;Elsevier; ;ECE;1749-7728;;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Egyptian Journal of Basic and Applied Sciences;Elsevier; ;EJBAS;2314-808X;;0;0;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Egyptian Journal of Chest Diseases and Tuberculosis;Elsevier; ;EJCDT;0422-7638;;0;0;1;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
EMC - Podología;Elsevier; ;;1762-827X;;0;1;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Emotion, Space and Society;Elsevier; ;EMOSPA;1755-4586;;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Endocrinología, Diabetes y Nutrición (English ed.);Elsevier; ;ENDIEN;2530-0180;;0;0;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Energy for Sustainable Development;Elsevier; ;ESD;0973-0826;2352-4669;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
eNeurologicalSci;Elsevier; ;ENSCI;2405-6502;2405-6502;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Enfermedades Infecciosas y Microbiología Clínica;Elsevier; ;EIMC;0213-005X;1578-1852;0;0;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Engineering;Elsevier; ;ENG;2095-8099;;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Enzyme and Microbial Technology;Elsevier; ;EMT;0141-0229;1879-0909;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Epidemics;Elsevier; ;EPIDEM;1755-4365;1878-0067;0;2;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Estudios de Historia Novohispana;Elsevier; ;EHN;1870-9060;;0;0;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
European Journal of Education and Psychology;Elsevier; ;EJEPS;1888-8992;;0;0;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
European Journal of Internal Medicine;Elsevier; ;EJINME;0953-6205;1879-0828;0;10;2;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
European Journal of Medicinal Chemistry;Elsevier; ;EJMECH;0223-5234;1768-3254;0;4;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
European Journal of Soil Biology;Elsevier; ;EJSOBI;1164-5563;;0;1;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
FEBS Letters;Elsevier; ;FEBS;0014-5793;1873-3468;0;0;1;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Field Mycology;Elsevier; ;FLDMYC;1468-1641;;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Fitoterapia;Elsevier; ;FITOTE;0367-326X;1873-6971;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Food Packaging and Shelf Life;Elsevier; ;FPSL;2214-2894;;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Foot and Ankle Surgery;Elsevier; ;FAS;1268-7731;1460-9584;0;0;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Fungal Ecology;Elsevier; ;FUNECO;1754-5048;;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Fusion Engineering and Design;Elsevier; ;FUSION;0920-3796;;0;0;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Fuß & Sprunggelenk;Elsevier; ;FUSPRU;1619-9987;1619-9995;0;0;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Fuzzy Information and Engineering;Elsevier; ;FIAE;1616-8658;1616-8666;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Gastroenterology;Elsevier; ;YGAST;0016-5085;1528-0012;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Gastrointestinal Intervention;Elsevier; ;GII;2213-1795;2213-1809;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Gondwana Research;Elsevier; ;GR;1342-937X;;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Government Information Quarterly;Elsevier; ;GOVINF;0740-624X;;0;0;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Health Policy;Elsevier; ;HEAP;0168-8510;1872-6054;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Hepatobiliary & Pancreatic Diseases International;Elsevier; ;HBPD;1499-3872;;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Horticultural Plant Journal;Elsevier; ;HPJ;2468-0141;;0;0;2;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Human Microbiome Journal;Elsevier; ;HUMIC;2452-2317;2452-2317;0;0;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Human Movement Science;Elsevier; ;HUMOV;0167-9457;1872-7646;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Informatics in Medicine Unlocked;Elsevier; ;IMU;2352-9148;2352-9148;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Information Fusion;Elsevier; ;INFFUS;1566-2535;;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Information Processing & Management;Elsevier; ;IPM;0306-4573;;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Information Processing in Agriculture;Elsevier; ;INPA;2214-3173;;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Intelligence;Elsevier; ;INTELL;0160-2896;;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Interdisciplinary Neurosurgery;Elsevier; ;INAT;2214-7519;2214-7519;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
International Immunopharmacology;Elsevier; ;INTIMP;1567-5769;1878-1705;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
International Journal of Coal Geology;Elsevier; ;COGEL;0166-5162;;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
International Journal of Drug Policy;Elsevier; ;DRUPOL;0955-3959;1873-4758;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
International Journal of Engineering Science;Elsevier; ;IJES;0020-7225;;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
International Journal of Food Microbiology;Elsevier; ;FOOD;0168-1605;1879-3460;0;1;1;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
International Journal of Hospitality Management;Elsevier; ;HM;0278-4319;;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
International Journal of Medical Informatics;Elsevier; ;IJB;1386-5056;1872-8243;0;0;8;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
International Journal of Nursing Sciences;Elsevier; ;IJNSS;2352-0132;;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
International Journal of Obstetric Anesthesia;Elsevier; ;YIJOA;0959-289X;1532-3374;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
International Journal of Pediatric Otorhinolaryngology;Elsevier; ;PEDOT;0165-5876;1872-8464;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
International Journal of Solids and Structures;Elsevier; ;SAS;0020-7683;;0;1;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
International Review of Economics Education;Elsevier; ;IREE;1477-3880;1477-3880;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Investigación Económica;Elsevier; ;INVECO;0185-1667;;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Investigaciones Geográficas, Boletín del Instituto de Geografía;Elsevier; ;RIG;0188-4611;2448-7279;0;3;22;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Adolescence;Elsevier; ;YJADO;0140-1971;1095-9254;0;0;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Air Transport Management;Elsevier; ;JATM;0969-6997;;0;0;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Anxiety Disorders;Elsevier; ;ANXDIS;0887-6185;1873-7897;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Applied Research and Technology;Elsevier; ;JART;1665-6423;1665-6423;0;0;0;0;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Clinical Orthopaedics and Trauma;Elsevier; ;JCOT;0976-5662;2213-3445;0;0;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of CO2 Utilization;Elsevier; ;JCOU;2212-9820;;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Colloid and Interface Science;Elsevier; ;YJCIS;0021-9797;1095-7103;0;1;2;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Coloproctology;Elsevier; ;JCOL;2237-9363;;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Communication Disorders;Elsevier; ;JCD;0021-9924;1873-7994;0;0;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Constructional Steel Research;Elsevier; ;JCSR;0143-974X;;0;0;0;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Cystic Fibrosis;Elsevier; ;JCF;1569-1993;1873-5010;0;0;3;0;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Electromyography and Kinesiology;Elsevier; ;JJEK;1050-6411;1873-5711;0;7;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Emergency Nursing;Elsevier; ;YMEN;0099-1767;1527-2966;0;0;0;1;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
